User ID,Device Type,Usage Hours Per Day,Energy Consumption,User Preferences,Malfunction Incidents,Device Age,Smart Home Efficiency
1216,Doorbell Camera Pro,15.69,2.23,1,4,32,1
1217,Doorbell Camera Pro,11.27,8.36,1,4,11,1
1218,Smart Thermosta,12.92,4.26,0,0,20,1
1219,Outdoor Camera Pro,1.31,5.81,0,4,50,0
1220,Smart Hub,15.52,8.74,0,0,16,0
1221,Smart Thermosta,2.41,8.65,0,0,25,0
1222,Smart Lock,10.72,3.78,1,2,45,1
1223,Smart Lock,7.38,2.17,0,0,9,0
1224,Doorbell Camera Pro,13.32,7.77,0,4,51,0
1225,Doorbell Camera Pro,3.64,4.39,0,3,39,0
1226,Smart Lock,16.75,2,0,2,49,0
1227,Doorbell Camera Pro,19.18,9.05,0,4,40,0
1228,Smart Hub,4.34,2.06,1,4,40,0
1229,Doorbell Camera Pro,2.95,0.36,0,2,3,0
1230,Outdoor Camera Pro,3.92,0.3,0,2,16,0
1231,Doorbell Camera Pro,21.11,6.26,0,4,12,0
1232,Smart Thermosta,12.91,6.65,1,3,15,1
1233,Smart Hub,11.48,3.18,1,1,53,1
1234,Smart Thermosta,3.01,3.27,1,4,4,1
1235,Smart Thermosta,15.76,3.46,1,2,23,1
1236,Outdoor Camera Pro,20.9,6.83,1,0,27,1
1237,Smart Hub,19.96,0.68,1,0,39,1
1238,Smart Hub,15.21,9.3,1,2,43,0
1239,Smart Hub,2.27,2.3,1,2,56,0
1240,Smart Hub,3.14,10,0,1,37,0
1241,Smart Hub,1.66,1.8,0,2,13,0
1242,Outdoor Camera Pro,6.55,7.74,1,0,43,0
1243,Doorbell Camera Pro,3.69,2.31,0,3,37,0
1244,Smart Thermosta,6.61,0.9,1,2,40,0
1245,Smart Hub,9.55,8.76,0,1,21,0
1246,Doorbell Camera Pro,22.66,8.6,0,3,29,0
1247,Doorbell Camera Pro,14.84,4.1,1,1,29,1
1248,Smart Thermosta,20.12,7.05,0,3,49,0
1249,Outdoor Camera Pro,17.19,5.61,1,2,11,1
1250,Smart Lock,3.14,8.54,1,0,51,0
1251,Smart Lock,17.79,3.22,0,3,50,0
1252,Doorbell Camera Pro,6.96,5.28,1,4,28,0
1253,Smart Thermosta,15.52,4.91,0,1,10,0
1254,Smart Lock,8.51,3.6,0,3,5,0
1255,Doorbell Camera Pro,23.95,8.93,1,1,56,0
1256,Outdoor Camera Pro,6.69,1.74,1,0,57,1
1257,Smart Lock,7.06,1.58,1,1,25,1
1258,Doorbell Camera Pro,22.37,5.81,1,1,33,1
1259,Doorbell Camera Pro,1.08,6.61,1,4,17,0
1260,Smart Hub,16.87,2.03,0,1,49,0
1261,Outdoor Camera Pro,17.55,3.97,1,3,33,1
1262,Smart Hub,20.15,9.47,0,1,25,0
1263,Smart Thermosta,23.4,2.54,1,2,33,1
1264,Smart Hub,23.43,6.72,0,1,55,0
1265,Smart Hub,2.03,7.43,0,2,54,0
1266,Smart Lock,19.81,4.54,0,1,9,0
1267,Doorbell Camera Pro,15.69,9.38,0,1,27,0
1268,Outdoor Camera Pro,15.71,7.39,0,3,25,0
1269,Smart Hub,3.52,4.63,1,2,4,1
1270,Outdoor Camera Pro,15.78,5.74,0,2,9,0
1271,Smart Hub,23.59,6.96,1,4,46,0
1272,Smart Thermosta,21.93,5.96,0,1,15,0
1273,Smart Hub,10.82,8.8,1,1,16,1
1274,Smart Lock,1.44,3.63,0,3,16,0
1275,Doorbell Camera Pro,9.01,3.07,0,4,13,0
1276,Smart Thermosta,19.92,2.22,1,4,14,1
1277,Smart Hub,16.99,0.47,1,3,22,1
1278,Outdoor Camera Pro,11.29,0.53,0,2,21,0
1279,Smart Thermosta,1.79,8.71,0,0,9,0
1280,Smart Thermosta,10.53,6.82,1,3,55,0
1281,Smart Hub,11.52,6.64,0,2,41,0
1282,Smart Thermosta,22.32,6.18,0,4,53,0
1283,Outdoor Camera Pro,15.57,8.51,1,3,4,1
1284,Smart Thermosta,7.82,4.85,0,0,10,0
1285,Outdoor Camera Pro,12.84,8.72,0,1,35,0
1286,Smart Hub,2.05,3.66,1,3,53,0
1287,Doorbell Camera Pro,23.36,9.27,0,0,9,0
1288,Smart Thermosta,8.96,7.02,1,0,51,1
1289,Doorbell Camera Pro,11.73,2.65,1,3,48,1
1290,Outdoor Camera Pro,8.85,5.68,0,2,16,0
1291,Smart Thermosta,16.54,5.38,0,3,49,0
1292,Smart Lock,16.06,1.47,1,4,18,1
1293,Doorbell Camera Pro,17.31,5.95,1,0,10,1
1294,Smart Thermosta,6.8,3.22,0,0,21,0
1295,Doorbell Camera Pro,7.92,0.62,1,1,51,0
1296,Smart Thermosta,3.44,9.49,0,0,54,0
1297,Smart Hub,15.9,6.45,1,1,15,1
1298,Doorbell Camera Pro,1.44,8.78,1,0,15,1
1299,Smart Lock,14.55,6.79,1,0,11,1
1300,Smart Lock,20.94,3.63,0,3,40,0
1301,Outdoor Camera Pro,21.43,5.18,1,3,54,0
1302,Smart Thermosta,11.05,6.79,1,4,48,0
1303,Doorbell Camera Pro,11.29,9.61,1,2,42,0
1304,Outdoor Camera Pro,2.31,2.61,1,4,41,0
1305,Doorbell Camera Pro,16.26,8.76,0,0,47,0
1306,Smart Thermosta,19.8,9.25,1,4,54,0
1307,Smart Lock,6.25,6.74,0,3,37,0
1308,Smart Hub,10.4,9.32,1,0,20,1
1309,Smart Lock,20.21,4.04,1,0,34,1
1310,Outdoor Camera Pro,21.11,9.53,0,4,22,0
1311,Smart Hub,6.21,7.06,0,1,48,0
1312,Outdoor Camera Pro,13.44,0.52,1,2,18,1
1313,Smart Thermosta,5.02,9.08,1,4,16,0
1314,Smart Hub,2.89,4.9,1,4,5,1
1315,Outdoor Camera Pro,21.91,4.66,0,2,1,0
1316,Smart Thermosta,19.78,5.71,1,0,19,1
1317,Smart Lock,18.36,1.58,0,0,10,1
1318,Smart Thermosta,1.65,4.74,1,1,21,1
1319,Doorbell Camera Pro,20.33,8.33,0,4,13,0
1320,Smart Thermosta,10.79,0.25,0,2,55,0
1321,Smart Thermosta,8.55,2.8,0,4,24,0
1322,Doorbell Camera Pro,13.34,0.12,1,3,23,1
1323,Outdoor Camera Pro,2.65,4.22,1,4,23,1
1324,Outdoor Camera Pro,18.28,7.31,0,4,11,0
1325,Smart Thermosta,14.19,8.01,0,3,47,0
1326,Doorbell Camera Pro,4.88,9.46,0,3,2,0
1327,Doorbell Camera Pro,4.92,6.12,1,2,6,0
1328,Smart Lock,4.83,2.62,1,0,53,1
1329,Outdoor Camera Pro,1.84,9.25,1,1,11,0
1330,Smart Hub,14.31,7.78,0,3,15,0
1331,Outdoor Camera Pro,20.25,5.79,1,0,9,1
1332,Outdoor Camera Pro,0.91,6.99,1,2,12,0
1333,Smart Lock,1.65,9.25,1,4,58,0
1334,Smart Hub,13.96,7.15,0,2,59,0
1335,Smart Lock,19.76,3.75,1,2,36,1
1336,Smart Hub,8.18,7.16,1,3,28,1
1337,Smart Thermosta,8.72,0.5,1,1,23,1
1338,Smart Hub,14.51,3.93,1,3,27,1
1339,Smart Lock,6.94,4.12,1,4,24,1
1340,Outdoor Camera Pro,1.13,1.75,0,3,14,0
1341,Smart Hub,17.78,0.33,0,4,54,0
1342,Smart Hub,15.2,1.42,0,3,35,0
1343,Doorbell Camera Pro,14.15,6.58,0,1,27,0
1344,Outdoor Camera Pro,17.93,8.04,1,0,21,1
1345,Smart Thermosta,16.37,9.88,1,1,49,0
1346,Smart Lock,5.34,3.53,0,3,13,0
1347,Smart Thermosta,8.78,6.03,0,2,8,0
1348,Outdoor Camera Pro,3.46,9.38,0,0,44,0
1349,Smart Hub,3.55,1.75,1,2,44,0
1350,Smart Hub,16.39,7.2,1,1,44,0
1351,Outdoor Camera Pro,20.68,7.57,1,0,59,1
1352,Smart Hub,23.12,0.98,0,3,34,0
1353,Smart Hub,15.27,8.63,0,2,42,0
1354,Smart Hub,4.83,8.15,0,3,23,0
1355,Smart Lock,2.98,0.43,1,4,9,1
1356,Smart Lock,19.6,1,1,0,1,1
1357,Doorbell Camera Pro,14.1,0.59,0,2,36,0
1358,Smart Thermosta,15.03,3.41,0,1,55,0
1359,Outdoor Camera Pro,18.86,5.14,1,1,46,0
1360,Outdoor Camera Pro,17.03,5.37,1,1,16,1
1361,Outdoor Camera Pro,20.11,2.75,0,1,25,0
1362,Doorbell Camera Pro,1.82,9.12,0,2,18,0
1363,Smart Lock,18.07,3.75,1,4,34,1
1364,Doorbell Camera Pro,20.5,0.55,0,1,38,0
1365,Outdoor Camera Pro,7.22,3.07,0,1,3,0
1366,Smart Thermosta,15.55,5.36,1,1,20,1
1367,Smart Hub,7.88,4.14,0,4,19,0
1368,Smart Lock,23.01,2.81,1,0,13,1
1369,Smart Lock,1.29,1.4,0,1,17,0
1370,Doorbell Camera Pro,14.13,8.21,1,1,14,1
1371,Smart Lock,4.41,9.96,0,1,30,0
1372,Outdoor Camera Pro,17.24,3.36,0,0,22,1
1373,Outdoor Camera Pro,4.63,3.88,0,1,43,0
1374,Doorbell Camera Pro,6.03,6.22,1,0,48,0
1375,Outdoor Camera Pro,12.12,7.21,0,0,43,0
1376,Smart Thermosta,22,3.98,0,3,29,0
1377,Doorbell Camera Pro,5.48,9.06,1,3,50,0
1378,Smart Thermosta,3.89,5.64,0,1,2,0
1379,Smart Hub,18.34,4.56,1,2,55,1
1380,Smart Thermosta,12.26,6.5,1,3,53,0
1381,Smart Hub,21.93,9.53,1,3,8,1
1382,Smart Hub,3.95,7.97,0,2,14,0
1383,Smart Thermosta,15.68,0.5,1,4,34,1
1384,Doorbell Camera Pro,5.97,3.39,0,1,13,0
1385,Outdoor Camera Pro,4.18,4.76,1,4,10,1
1386,Outdoor Camera Pro,16.56,3.21,0,4,8,0
1387,Smart Hub,14.45,7.03,1,0,7,1
1388,Smart Hub,18.24,8.28,1,0,13,1
1389,Doorbell Camera Pro,7.77,7.34,0,1,26,0
1390,Smart Lock,11.03,9.89,1,2,56,0
1391,Smart Thermosta,10.03,2.8,0,0,59,0
1392,Smart Hub,23.63,8.76,1,3,32,1
1393,Outdoor Camera Pro,7.37,7.69,0,1,19,0
1394,Doorbell Camera Pro,7.43,3.69,1,4,56,0
1395,Smart Thermosta,8.83,7.37,1,1,15,1
1396,Doorbell Camera Pro,13.77,1.13,0,0,54,0
1397,Smart Thermosta,6.43,7.91,1,2,2,0
1398,Smart Thermosta,22.01,5.37,0,4,54,0
1399,Smart Hub,6.74,2.99,0,2,37,0
1400,Doorbell Camera Pro,21.55,6.59,1,1,19,1
1401,Doorbell Camera Pro,2.93,6.45,1,2,33,0
1402,Outdoor Camera Pro,15.93,2.17,1,2,39,1
1403,Outdoor Camera Pro,21.81,0.4,0,1,50,0
1404,Smart Hub,4.47,4.39,0,4,33,0
1405,Smart Hub,23.26,5.74,1,2,1,1
1406,Smart Lock,11.14,8.78,0,2,39,0
1407,Outdoor Camera Pro,22.72,9.29,1,1,28,1
1408,Smart Thermosta,16.41,5.34,1,3,17,1
1409,Doorbell Camera Pro,7.59,7.56,1,2,57,0
1410,Smart Hub,4.93,4.45,0,0,6,0
1411,Doorbell Camera Pro,7.64,7.49,0,4,52,0
1412,Doorbell Camera Pro,2.69,2.13,1,2,44,0
1413,Smart Lock,3.88,3.77,0,1,20,0
1414,Outdoor Camera Pro,2.96,6.38,1,0,47,0
1415,Smart Hub,10.44,0.28,1,1,13,1
1416,Doorbell Camera Pro,19.2,7.25,0,2,12,0
1417,Smart Hub,3.82,8.37,1,0,30,1
1418,Smart Thermosta,3.56,4.05,1,4,21,1
1419,Smart Lock,15.62,4.53,1,4,2,1
1420,Smart Thermosta,5.13,8.53,1,4,53,0
1421,Smart Hub,2.79,7.78,1,3,18,0
1422,Smart Hub,4.42,2.95,0,1,28,0
1423,Outdoor Camera Pro,22.21,3.31,0,2,4,0
1424,Doorbell Camera Pro,19.8,6.82,1,0,42,1
1425,Doorbell Camera Pro,8.82,5.68,0,1,43,0
1426,Smart Thermosta,15.91,1.71,1,2,53,1
1427,Smart Lock,13.13,3.17,1,3,6,1
1428,Doorbell Camera Pro,16.41,9.01,1,2,38,0
1429,Outdoor Camera Pro,16.54,6.91,1,1,9,1
1430,Smart Thermosta,15.28,9.86,0,2,20,0
1431,Smart Thermosta,6.75,7.69,0,0,45,0
1432,Outdoor Camera Pro,1.42,9.43,1,3,30,0
1433,Smart Lock,11.21,2.24,0,0,37,0
1434,Outdoor Camera Pro,21.44,7.74,1,3,38,0
1435,Smart Lock,13.88,0.3,0,3,4,0
1436,Outdoor Camera Pro,20.06,6.74,1,2,38,0
1437,Outdoor Camera Pro,23.8,4.75,1,0,50,1
1438,Smart Hub,4.34,3.53,1,3,13,1
1439,Smart Thermosta,16.76,8.64,0,3,55,0
1440,Outdoor Camera Pro,16.35,8.56,0,2,35,0
1441,Outdoor Camera Pro,23.53,0.32,1,1,30,1
1442,Doorbell Camera Pro,23.66,6.13,0,1,42,0
1443,Smart Thermosta,16.64,3.74,0,4,4,0
1444,Doorbell Camera Pro,6.22,4.22,0,4,25,0
1445,Smart Thermosta,19.27,8.34,0,3,31,0
1446,Doorbell Camera Pro,3.02,3.17,0,1,47,0
1447,Outdoor Camera Pro,18.85,9.44,0,3,12,0
1448,Outdoor Camera Pro,21.89,1.88,0,0,15,1
1449,Smart Hub,9.5,6.66,0,1,53,0
1450,Doorbell Camera Pro,15.32,6.75,0,1,57,0
1451,Smart Lock,10.61,2.6,0,1,26,0
1452,Smart Hub,10.79,3.32,0,4,58,0
1453,Doorbell Camera Pro,7.79,8.36,0,2,10,0
1454,Doorbell Camera Pro,18.41,7.64,0,2,12,0
1455,Smart Hub,22.5,3.36,1,4,58,1
1456,Outdoor Camera Pro,22.61,5.39,1,4,22,1
1457,Doorbell Camera Pro,4.61,0.71,0,4,40,0
1458,Outdoor Camera Pro,21.06,2.17,0,2,53,0
1459,Smart Hub,17.83,4.91,0,3,21,0
1460,Outdoor Camera Pro,6.44,0.95,1,4,35,1
1461,Smart Thermosta,2.08,8.45,1,3,7,0
1462,Smart Lock,6.8,7.21,0,3,18,0
1463,Doorbell Camera Pro,21.94,9.44,0,0,27,0
1464,Smart Lock,15.38,6.97,0,2,35,0
1465,Outdoor Camera Pro,17.44,9.41,0,3,47,0
1466,Doorbell Camera Pro,6.54,5.59,0,2,2,0
1467,Outdoor Camera Pro,17.41,6.04,1,2,32,1
1468,Smart Thermosta,1.16,9.77,0,0,15,0
1469,Smart Hub,9.32,6.46,1,2,45,0
1470,Doorbell Camera Pro,15.23,0.4,0,3,24,0
1471,Smart Thermosta,3.93,7.27,0,1,20,0
1472,Smart Thermosta,19.84,9.06,1,3,10,1
1473,Doorbell Camera Pro,6.02,7.98,1,3,56,0
1474,Outdoor Camera Pro,15.83,5.88,0,2,24,0
1475,Smart Thermosta,10.02,6.75,1,3,24,1
1476,Smart Lock,14.51,9.9,0,1,24,0
1477,Smart Thermosta,3.03,1,1,2,40,0
1478,Outdoor Camera Pro,0.9,6.71,1,4,48,0
1479,Outdoor Camera Pro,21.87,2.91,0,3,57,0
1480,Smart Lock,6.84,6.44,0,3,48,0
1481,Smart Thermosta,19.76,6.12,1,0,34,1
1482,Outdoor Camera Pro,23.98,1.62,0,4,41,0
1483,Doorbell Camera Pro,5.47,2.15,1,4,40,0
1484,Smart Hub,6.73,6.25,1,1,11,0
1485,Smart Hub,16.08,1.37,0,4,26,0
1486,Smart Hub,23.19,2.73,1,0,1,1
1487,Smart Thermosta,22.02,8.37,0,1,30,0
1488,Smart Lock,12.32,3.34,0,4,53,0
1489,Outdoor Camera Pro,19.19,4.93,1,1,43,1
1490,Doorbell Camera Pro,3.69,9.42,0,4,18,0
1491,Doorbell Camera Pro,23.47,2.35,1,4,26,1
1492,Smart Thermosta,23.16,3.96,1,4,53,1
1493,Smart Hub,4.35,6.1,0,3,47,0
1494,Smart Thermosta,7.54,7.58,0,4,56,0
1495,Smart Lock,2.85,9.03,1,3,9,0
1496,Smart Lock,6.89,9.16,0,2,9,0
1497,Outdoor Camera Pro,19.67,7.79,1,0,1,1
1498,Outdoor Camera Pro,9.39,2.36,1,1,7,1
1499,Smart Lock,2.58,0.35,1,1,44,0
1500,Smart Lock,8.54,3.9,1,2,59,1
1501,Smart Lock,23.56,1.5,1,4,56,1
1502,Smart Thermosta,15.3,7.13,0,0,42,0
1503,Smart Lock,10.28,6.65,1,2,51,0
1504,Doorbell Camera Pro,4.41,0.54,1,2,16,1
1505,Smart Hub,23.68,8.38,1,1,38,0
1506,Smart Lock,19.79,2.56,1,3,11,1
1507,Smart Hub,7.11,4.38,1,3,51,0
1508,Smart Thermosta,2.15,6.71,1,4,25,0
1509,Smart Hub,1.83,4.35,0,4,29,0
1510,Smart Thermosta,3.33,4.47,0,2,19,0
1511,Doorbell Camera Pro,14.15,0.75,1,4,18,1
1512,Smart Thermosta,22.33,4.07,1,3,57,1
1513,Smart Thermosta,12.17,7.67,1,0,47,1
1514,Outdoor Camera Pro,20.31,9.16,0,1,59,0
1515,Smart Lock,10.98,4.19,1,3,29,1
1516,Smart Lock,17.15,4.29,1,4,16,1
1517,Doorbell Camera Pro,17.7,7.06,1,1,46,0
1518,Doorbell Camera Pro,4.59,9.43,1,1,40,0
1519,Smart Lock,8.99,2.74,1,2,8,1
1520,Outdoor Camera Pro,15.48,4.46,1,4,34,1
1521,Smart Lock,2.16,7.98,0,2,6,0
1522,Outdoor Camera Pro,9,6.14,1,1,45,0
1523,Doorbell Camera Pro,13.07,1.19,1,2,45,1
1524,Smart Hub,23.91,6.31,1,4,53,0
1525,Doorbell Camera Pro,11.65,1.95,1,3,30,1
1526,Doorbell Camera Pro,19.68,5.15,1,0,44,1
1527,Smart Thermosta,10.65,5.34,1,3,34,1
1528,Smart Thermosta,19.22,8.77,1,1,21,1
1529,Smart Thermosta,14.49,4.68,1,3,52,1
1530,Smart Thermosta,21.33,2.87,1,2,57,1
1531,Outdoor Camera Pro,10.16,2.39,0,4,12,0
1532,Smart Lock,14.7,8.76,0,3,49,0
1533,Smart Hub,15.31,1.79,0,3,6,0
1534,Doorbell Camera Pro,10.31,4.32,1,4,39,1
1535,Outdoor Camera Pro,3.89,1.95,0,2,6,0
1536,Smart Hub,2.7,7.76,0,0,53,0
1537,Outdoor Camera Pro,0.89,4.8,0,3,4,0
1538,Outdoor Camera Pro,21.03,3.58,0,1,53,0
1539,Doorbell Camera Pro,6.06,3.67,1,2,9,1
1540,Smart Lock,5.47,8.54,0,2,5,0
1541,Smart Thermosta,17.8,5.58,0,3,10,0
1542,Smart Lock,8.02,7.21,1,4,47,0
1543,Doorbell Camera Pro,12.39,8.98,0,3,8,0
1544,Doorbell Camera Pro,4.32,9.03,1,3,23,0
1545,Doorbell Camera Pro,23.05,3.35,0,4,4,0
1546,Smart Hub,20.51,9.53,0,1,58,0
1547,Smart Lock,20.8,0.35,0,4,37,0
1548,Smart Lock,10.06,3.83,1,3,7,1
1549,Outdoor Camera Pro,18.42,8.97,0,0,6,0
1550,Outdoor Camera Pro,3.88,2.82,0,4,45,0
1551,Outdoor Camera Pro,0.7,2.8,1,1,51,0
1552,Doorbell Camera Pro,0.97,3.1,0,4,42,0
1553,Smart Lock,14.29,6.16,0,4,15,0
1554,Doorbell Camera Pro,11.2,4.44,0,2,35,0
1555,Smart Hub,12.67,7.29,0,2,50,0
1556,Outdoor Camera Pro,0.68,8.96,0,3,32,0
1557,Doorbell Camera Pro,10.43,6.77,1,3,14,1
1558,Doorbell Camera Pro,17.37,2.12,1,4,35,1
1559,Smart Hub,10.9,9.33,1,0,11,1
1560,Smart Thermosta,17.71,2.72,0,3,10,0
1561,Smart Lock,5.98,1.58,0,4,17,0
1562,Smart Thermosta,19.61,0.99,0,4,13,0
1563,Outdoor Camera Pro,14.33,5.68,0,4,57,0
1564,Doorbell Camera Pro,5.45,1.23,0,4,34,0
1565,Smart Hub,6.06,1.47,1,4,45,0
1566,Smart Hub,15.26,3.07,1,2,51,1
1567,Smart Lock,20,2.89,1,1,5,1
1568,Smart Thermosta,10.27,6.08,0,1,48,0
1569,Smart Lock,6.57,8.19,1,4,10,0
1570,Doorbell Camera Pro,20.87,7.64,1,3,32,1
1571,Smart Lock,16.23,2.7,1,0,12,1
1572,Smart Hub,11.03,2.53,1,4,52,1
1573,Smart Hub,11.97,9.66,0,0,13,0
1574,Outdoor Camera Pro,5.3,0.18,0,2,21,0
1575,Outdoor Camera Pro,15.23,8.81,1,1,48,0
1576,Doorbell Camera Pro,8.93,2.08,1,2,54,1
1577,Smart Thermosta,23.9,9.48,1,3,53,0
1578,Smart Lock,11.78,3.49,1,3,58,1
1579,Doorbell Camera Pro,11.92,4.46,1,4,33,1
1580,Outdoor Camera Pro,13.8,7.1,1,3,54,0
1581,Smart Lock,22.04,5.92,1,3,41,0
1582,Outdoor Camera Pro,19.32,3.25,1,2,48,1
1583,Smart Lock,11.1,5.58,1,0,51,1
1584,Smart Thermosta,17.39,7.33,0,1,47,0
1585,Doorbell Camera Pro,14.28,0.52,1,3,50,1
1586,Smart Lock,12.07,0.21,0,3,54,0
1587,Smart Hub,5.02,4.63,0,2,32,0
1588,Smart Hub,11.4,1.41,1,1,12,1
1589,Smart Lock,6.28,6.68,1,2,46,0
1590,Smart Lock,22,2.22,0,0,35,1
1591,Smart Lock,8.38,4.39,0,2,36,0
1592,Smart Hub,22.88,2.06,1,1,38,1
1593,Smart Hub,13.03,5.53,0,1,48,0
1594,Smart Lock,15.34,1.25,1,3,28,1
1595,Outdoor Camera Pro,13.26,0.33,1,0,13,1
1596,Outdoor Camera Pro,3.54,0.61,0,4,12,0
1597,Smart Thermosta,9.33,9.55,1,3,22,1
1598,Doorbell Camera Pro,2.83,1.51,0,2,44,0
1599,Outdoor Camera Pro,15.14,7.11,1,2,2,1
1600,Smart Hub,11,0.77,1,1,29,1
1601,Outdoor Camera Pro,18.78,1.17,0,1,13,0
1602,Smart Thermosta,5.68,5.14,0,1,35,0
1603,Smart Thermosta,4.37,4.7,1,4,13,1
1604,Doorbell Camera Pro,10.05,9.52,1,4,57,0
1605,Outdoor Camera Pro,22.27,9.45,0,3,34,0
1606,Smart Hub,17.19,7.82,1,4,19,1
1607,Smart Hub,10.34,6.06,0,1,9,0
1608,Smart Lock,12.66,4.6,0,3,52,0
1609,Smart Hub,2.48,3.63,0,3,31,0
1610,Doorbell Camera Pro,23.64,9.48,1,0,33,1
1611,Doorbell Camera Pro,16.16,6.07,0,4,27,0
1612,Smart Hub,7.21,5.83,1,2,45,0
1613,Smart Hub,14.27,2.4,0,2,2,0
1614,Smart Lock,3.07,0.56,1,0,15,1
1615,Smart Hub,23.2,9.46,1,1,19,1
1616,Smart Lock,4.61,3.21,0,0,57,0
1617,Smart Lock,15.73,4.48,0,1,31,0
1618,Smart Hub,6.27,1.23,0,4,57,0
1619,Smart Thermosta,17.36,8.39,1,4,16,1
1620,Smart Thermosta,18.76,0.37,1,3,43,1
1621,Smart Lock,16.33,8.36,1,3,15,1
1622,Smart Hub,14.94,1.49,0,3,6,0
1623,Smart Thermosta,21.47,8.88,0,3,14,0
1624,Smart Hub,2.35,7.32,0,2,27,0
1625,Smart Hub,8.28,1.73,0,3,38,0
1626,Smart Hub,6.33,5.7,0,3,19,0
1627,Outdoor Camera Pro,23.72,3.2,1,3,37,1
1628,Smart Hub,9.65,1.86,0,1,43,0
1629,Outdoor Camera Pro,17.72,8.61,1,3,4,1
1630,Smart Lock,16.59,4.09,0,0,58,0
1631,Smart Thermosta,5.48,4.05,0,3,26,0
1632,Smart Thermosta,6.12,1.78,0,3,9,0
1633,Smart Thermosta,7.11,3.89,0,2,41,0
1634,Smart Thermosta,10.16,8.73,0,3,49,0
1635,Smart Thermosta,6.01,3.69,1,1,40,0
1636,Smart Thermosta,0.96,9.52,0,4,15,0
1637,Smart Thermosta,21.17,9.47,1,3,41,0
1638,Smart Lock,23.19,1.53,1,3,37,1
1639,Smart Hub,8.53,1.86,1,3,4,1
1640,Doorbell Camera Pro,8.45,8.64,1,2,26,1
1641,Outdoor Camera Pro,0.67,3.99,0,4,52,0
1642,Doorbell Camera Pro,16.49,0.14,0,2,18,0
1643,Doorbell Camera Pro,19.9,2.81,0,2,41,0
1644,Smart Hub,3.95,6.02,0,2,53,0
1645,Smart Hub,4.25,8.01,0,1,59,0
1646,Smart Hub,19.07,1.42,1,4,35,1
1647,Smart Thermosta,14.98,1.19,0,1,54,0
1648,Smart Lock,1.55,9.23,0,1,41,0
1649,Smart Thermosta,15.13,7.54,1,4,41,0
1650,Smart Lock,7.76,5.94,0,1,29,0
1651,Smart Lock,9.17,7.71,0,4,53,0
1652,Doorbell Camera Pro,18.59,4.35,1,3,24,1
1653,Doorbell Camera Pro,19.56,7.61,0,2,4,0
1654,Smart Lock,9.91,3.78,1,1,21,1
1655,Smart Lock,22.76,2.52,1,4,39,1
1656,Smart Thermosta,10.05,7.32,0,0,7,0
1657,Smart Thermosta,18.64,4.25,1,1,23,1
1658,Doorbell Camera Pro,11.87,9.82,0,1,40,0
1659,Smart Hub,21.59,3.56,0,4,59,0
1660,Smart Lock,21.83,9.23,0,0,21,0
1661,Smart Thermosta,2.55,9.34,1,0,1,1
1662,Doorbell Camera Pro,22.51,2.49,1,3,59,1
1663,Smart Thermosta,19.9,8,1,1,41,0
1664,Smart Lock,19.1,4.39,1,2,25,1
1665,Smart Lock,5.22,9.18,1,1,31,0
1666,Outdoor Camera Pro,19.42,4.56,1,2,55,1
1667,Smart Hub,20.48,7.47,1,2,44,0
1668,Outdoor Camera Pro,7.3,4.72,1,4,38,0
1669,Doorbell Camera Pro,22.88,2.36,1,1,45,1
1670,Smart Thermosta,1.67,2.07,1,4,5,1
1671,Doorbell Camera Pro,4.02,4.31,1,3,53,0
1672,Smart Lock,13.13,7.58,0,2,31,0
1673,Outdoor Camera Pro,14.03,6.09,1,0,51,1
1674,Outdoor Camera Pro,15.66,6.92,0,2,58,0
1675,Outdoor Camera Pro,0.9,2.9,0,3,1,0
1676,Doorbell Camera Pro,23.07,4.87,0,2,54,0
1677,Smart Lock,1.55,0.54,0,4,56,0
1678,Smart Thermosta,3.86,8.19,1,1,30,0
1679,Smart Thermosta,0.83,9.9,0,0,18,0
1680,Doorbell Camera Pro,13.82,4.13,0,4,8,0
1681,Outdoor Camera Pro,22.41,0.21,0,1,56,0
1682,Smart Hub,16.15,1.78,1,0,26,1
1683,Doorbell Camera Pro,19.83,6.56,0,3,40,0
1684,Doorbell Camera Pro,0.81,6.16,0,2,58,0
1685,Smart Lock,13.24,7.9,1,0,15,1
1686,Smart Thermosta,11.3,2.61,1,3,19,1
1687,Doorbell Camera Pro,12.23,7.66,1,1,10,1
1688,Doorbell Camera Pro,2.2,6.91,1,0,24,1
1689,Outdoor Camera Pro,16.58,3.3,1,3,16,1
1690,Outdoor Camera Pro,12.33,5.5,1,1,43,0
1691,Smart Hub,18.48,1.56,1,4,31,1
1692,Smart Lock,11.9,4.58,1,2,44,1
1693,Smart Hub,4.01,8.82,1,3,16,0
1694,Outdoor Camera Pro,15.73,4.27,0,4,16,0
1695,Smart Thermosta,4.55,8.41,1,1,28,0
1696,Outdoor Camera Pro,21,5.94,0,0,20,0
1697,Smart Lock,14.91,2,0,2,35,0
1698,Outdoor Camera Pro,4.19,5.85,1,1,59,0
1699,Smart Lock,23.11,5.11,1,3,9,1
1700,Smart Lock,12.68,4.05,1,2,40,1
1701,Smart Lock,2.21,1.28,1,4,10,1
1702,Smart Lock,15.23,4.23,0,2,45,0
1703,Smart Lock,6.45,0.82,0,4,18,0
1704,Smart Thermosta,19.39,1.08,1,1,45,1
1705,Smart Hub,19.72,4.22,0,0,45,0
1706,Doorbell Camera Pro,23.51,3.12,1,2,15,1
